Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
6,10237,0,0.195369737,10237,1,10237,10237,2,0,0,0,0,0,0,0,0,BENIGN
6,10233,0,0.195446106,10233,1,10233,10233,2,0,0,0,0,0,0,0,0,BENIGN
6,10237,0,0.195369737,10237,1,10237,10237,2,0,0,0,0,0,0,0,0,BENIGN
6,10241,0,0.195293428,10241,1,10241,10241,2,0,0,0,0,0,0,0,0,BENIGN
6,10239,0,0.195331575,10239,1,10239,10239,2,0,0,0,0,0,0,0,0,BENIGN
6,10236,0,0.195388824,10236,1,10236,10236,2,0,0,0,0,0,0,0,0,BENIGN
6,10236,1.172332943,0.195388824,10236,1,10236,10236,2,6,6,6,0,0,0,0,0,BENIGN
6,10239,1.171989452,0.195331575,10239,1,10239,10239,2,6,6,6,0,0,0,0,0,BENIGN
6,10241,0,0.195293428,10241,1,10241,10241,2,0,0,0,0,0,0,0,0,BENIGN
6,10238,0,0.195350654,10238,1,10238,10238,2,0,0,0,0,0,0,0,0,BENIGN
6,10239,0,0.195331575,10239,1,10239,10239,2,0,0,0,0,0,0,0,0,BENIGN
6,10243,0,0.195255296,10243,1,10243,10243,2,0,0,0,0,0,0,0,0,BENIGN
6,8834,97.91713833,0.226398008,8834,1,8834,8834,2,0,865,432,374112,0,0,0,1,BENIGN
6,10237,0,0.195369737,10237,1,10237,10237,2,0,0,0,0,0,0,0,0,BENIGN
6,10243,0,0.195255296,10243,1,10243,10243,2,0,0,0,0,0,0,0,0,BENIGN
6,10238,0,0.195350654,10238,1,10238,10238,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,1.171875,0.1953125,10240,1,10240,10240,2,6,6,6,0,0,0,0,0,BENIGN
6,10238,1.172103927,0.195350654,10238,1,10238,10238,2,6,6,6,0,0,0,0,0,BENIGN
6,10233,0,0.195446106,10233,1,10233,10233,2,0,0,0,0,0,0,0,0,BENIGN
6,10243,0,0.195255296,10243,1,10243,10243,2,0,0,0,0,0,0,0,0,BENIGN
6,10235,0,0.195407914,10235,1,10235,10235,2,0,0,0,0,0,0,0,0,BENIGN
6,10236,0,0.195388824,10236,1,10236,10236,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10238,0,0.195350654,10238,1,10238,10238,2,0,0,0,0,0,0,0,0,BENIGN
6,10241,0,0.195293428,10241,1,10241,10241,2,0,0,0,0,0,0,0,0,BENIGN
6,11264,1.065340909,0.177556818,11264,1,11264,11264,2,6,6,6,0,0,0,0,0,BENIGN
6,10243,1.171531778,0.195255296,10243,1,10243,10243,2,6,6,6,0,0,0,0,0,BENIGN
6,10241,0,0.195293428,10241,1,10241,10241,2,0,0,0,0,0,0,0,0,BENIGN
6,10242,0,0.19527436,10242,1,10242,10242,2,0,0,0,0,0,0,0,0,BENIGN
6,10239,0,0.195331575,10239,1,10239,10239,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10239,1.171989452,0.195331575,10239,1,10239,10239,2,6,6,6,0,0,0,0,0,BENIGN
6,10239,1.171989452,0.195331575,10239,1,10239,10239,2,6,6,6,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10239,0,0.195331575,10239,1,10239,10239,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10242,0,0.19527436,10242,1,10242,10242,2,0,0,0,0,0,0,0,0,BENIGN
6,10240,0,0.1953125,10240,1,10240,10240,2,0,0,0,0,0,0,0,0,BENIGN
6,10241,0,0.195293428,10241,1,10241,10241,2,0,0,0,0,0,0,0,0,BENIGN
