Time,Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
04/07/2017 08:57:48 AM,6,4018,19359.382777501243,57.74016923842708,17,27345,2307,0,232,0,3069,335,455395,0,36,30,116,BENIGN
04/07/2017 08:57:50 AM,17,11921,32.21206274641389,0.6710846405502894,1703,256472,2009,925,8,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:53 AM,17,11000,30.545454545454547,0.6363636363636364,1833,160763,2004,1015,7,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:42 AM,17,12445,5241.141020490157,32.14142225793491,31,32630,1500,0,400,27,1424,163,81434,0,0,0,0,BENIGN
04/07/2017 08:57:52 AM,17,12994,25.858088348468524,0.5387101739264276,2165,167656,3001,1996,7,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:53 AM,17,1003,95.71286141575274,1.9940179461615155,1003,1,1003,1003,2,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:54 AM,17,989,97.06774519716886,2.0222446916076846,989,1,989,989,2,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:52 AM,17,14994,22.408963585434172,0.4668534080298786,2499,1498168,4997,1996,7,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:51 AM,17,13995,24.008574490889604,0.5001786352268668,2332,673355,4007,1993,7,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:54 AM,17,13985,24.025741866285305,0.5005362888809438,2330,660336,3989,1996,7,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 08:57:53 AM,17,11000,13.090909090909092,0.2727272727272727,5500,40302242,9989,1011,3,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 09:02:30 AM,6,1,776000.0,4000.0,0,0,1,0,4,72,316,194,19872,0,0,0,4,BENIGN
04/07/2017 09:07:24 AM,17,9,782222.2222222222,4888.888888888889,0,0,2,0,44,48,1398,160,78025,0,0,0,0,BENIGN
04/07/2017 09:07:17 AM,6,11260,2415.9857904085256,6.74955595026643,150,783926,7241,0,76,0,1562,357,125862,0,2,2,68,BENIGN
04/07/2017 09:08:32 AM,17,13510,431.8282753515914,2.8127313101406366,365,3642350,11516,0,38,31,1294,153,76094,0,0,0,0,BENIGN
04/07/2017 09:08:30 AM,6,5192,608.6286594761172,1.926040061633282,576,2994292,5191,0,10,316,316,316,0,0,0,0,10,BENIGN
04/07/2017 09:09:05 AM,6,7316,1370.4209950792783,4.920721705850191,209,1439798,7107,0,36,0,1562,278,251057,0,6,6,14,BENIGN
04/07/2017 09:09:05 AM,17,7794,1896.0739030023094,12.317167051578137,82,547820,7198,0,96,48,1398,153,71032,0,0,0,0,BENIGN
04/07/2017 09:08:45 AM,6,261,11892.72030651341,91.95402298850574,11,1301,169,0,24,0,467,129,32560,0,2,0,14,BENIGN
04/07/2017 09:08:32 AM,6,8502,481.18089861209126,1.6466713714420136,654,2988446,6021,0,14,0,1432,292,223361,1,1,0,9,BENIGN
04/07/2017 09:09:23 AM,17,14365,1281.1695092238078,11.138183083884442,90,253651,4561,0,160,47,1398,115,24038,0,0,0,0,BENIGN
