Time,Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
04/07/2017 08:54:10 AM,17,3030,883.1683168316831,5.9405940594059405,178,109978,1257,0,18,104,165,148,384,0,0,0,0,BENIGN
04/07/2017 08:54:13 AM,6,38,7921.0526315789475,78.94736842105263,19,722,38,0,3,0,301,100,30200,0,1,0,1,BENIGN
04/07/2017 08:54:10 AM,6,14889,2720.3976089730672,12.29095305258916,81,633135,10541,0,183,0,2634,221,206205,4,30,26,78,BENIGN
04/07/2017 08:54:12 AM,6,31,15806.451612903225,129.03225806451613,10,63,16,1,4,0,490,122,60025,0,2,0,1,BENIGN
04/07/2017 08:54:44 AM,6,587,0.0,10.221465076660989,117,68903,587,0,6,0,0,0,0,2,0,0,0,BENIGN
04/07/2017 08:54:55 AM,17,13633,612.1910071150884,6.161519841560918,164,311172,4194,0,84,47,229,99,3273,0,0,0,0,BENIGN
04/07/2017 08:55:04 AM,6,4201,19760.05712925494,15.472506546060462,65,95182,2078,0,65,0,2920,1277,571651,0,2,0,42,BENIGN
04/07/2017 08:55:07 AM,6,19,126210.52631578948,157.89473684210526,9,84,16,3,3,0,2398,799,1916801,0,1,0,1,BENIGN
04/07/2017 08:55:18 AM,17,5031,77.51937984496124,0.795070562512423,1677,8436148,5031,0,4,58,137,97,2088,0,0,0,0,BENIGN
04/07/2017 08:55:20 AM,6,732,16678.96174863388,21.85792349726776,48,14953,480,0,16,0,1460,763,505022,0,1,1,11,BENIGN
04/07/2017 08:55:23 AM,6,18,133222.22222222222,166.66666666666666,9,72,15,3,3,0,2398,799,1916801,0,1,0,1,BENIGN
04/07/2017 08:55:09 AM,6,17,444470.5882352941,764.7058823529412,1,24,15,0,13,0,3683,581,1210168,0,6,0,3,BENIGN
04/07/2017 08:54:12 AM,6,121,2710.7438016528927,24.793388429752067,60,2812,98,23,3,0,328,109,35861,0,1,0,1,BENIGN
04/07/2017 08:54:12 AM,6,25,65760.0,120.0,12,220,23,2,3,0,1644,548,900912,0,1,0,1,BENIGN
04/07/2017 08:54:12 AM,6,222,21130.630630630632,22.52252252252252,55,4332,152,2,5,0,1585,938,733999,0,1,0,3,BENIGN
04/07/2017 08:55:35 AM,17,9580,81.00208768267224,0.8350730688935282,1368,10721794,8782,0,8,48,129,97,1040,0,0,0,0,BENIGN
04/07/2017 08:56:14 AM,6,60,33.333333333333336,66.66666666666667,20,1200,60,0,4,0,1,0,0,0,0,0,0,BENIGN
04/07/2017 08:56:44 AM,6,1331,11379.413974455298,51.089406461307284,19,26759,1321,0,68,0,1505,222,115555,0,4,4,50,BENIGN
04/07/2017 08:58:02 AM,6,13813,7903.858683848548,25.193658148121337,39,156205,5398,0,348,0,3254,313,301947,0,46,48,188,BENIGN
04/07/2017 08:58:21 AM,6,105,12190.47619047619,152.38095238095238,7,728,104,0,16,0,128,80,4177,4,0,0,10,BENIGN
04/07/2017 08:58:01 AM,17,7739,753.0688719472801,6.977645690657708,146,240446,2860,0,54,48,163,107,1486,0,0,0,0,BENIGN
04/07/2017 08:58:51 AM,6,84,0.0,47.61904761904762,28,2352,84,0,4,0,0,0,0,2,0,0,0,BENIGN
04/07/2017 09:00:21 AM,6,10,200.0,400.0,3,33,10,0,4,0,1,0,0,0,0,0,0,BENIGN
04/07/2017 09:02:21 AM,6,5,400.0,800.0,1,7,5,0,4,0,1,0,0,0,0,0,0,BENIGN
04/07/2017 09:04:21 AM,6,14,142.85714285714286,285.7142857142857,4,65,14,0,4,0,1,0,0,0,0,0,0,BENIGN
04/07/2017 08:55:04 AM,6,721,6453.536754507628,12.482662968099861,90,21801,437,0,9,0,1460,517,361496,0,1,0,4,BENIGN
04/07/2017 08:55:18 AM,6,83,49783.132530120485,72.28915662650603,16,604,57,0,6,0,1460,688,378324,0,1,0,3,BENIGN
04/07/2017 09:06:02 AM,17,11705,80.99102947458351,0.6834686031610423,1672,7765981,6772,0,8,108,137,118,146,0,0,0,0,BENIGN
04/07/2017 09:06:21 AM,6,21,95.23809523809524,190.47619047619048,7,143,21,0,4,0,1,0,0,0,0,0,0,BENIGN
04/07/2017 09:06:30 AM,17,10897,291.8234376433881,2.2024410388180233,473,1920910,6551,0,24,48,165,132,1163,0,0,0,0,BENIGN
04/07/2017 09:06:30 AM,6,502,12633.466135458168,117.52988047808765,8,486,88,0,59,0,1477,107,129764,0,1,0,4,BENIGN
04/07/2017 09:06:39 AM,6,12600,3214.4444444444443,14.365079365079366,70,460062,8937,0,181,0,2634,223,208183,2,30,30,78,BENIGN
04/07/2017 09:06:37 AM,6,40,8850.0,75.0,20,18,23,17,3,0,354,118,41772,0,1,0,1,BENIGN
04/07/2017 09:06:50 AM,17,7710,105.57717250324254,0.7782101167315175,1542,11584621,7630,0,6,111,167,135,658,0,0,0,0,BENIGN
04/07/2017 09:07:18 AM,17,9491,103.25571594141819,0.8429038036034138,1355,7197642,7111,0,8,71,154,122,1373,0,0,0,0,BENIGN
04/07/2017 09:07:16 AM,6,4559,0.0,1.3160780872998465,911,4156554,4559,0,6,0,0,0,0,2,0,0,0,BENIGN
04/07/2017 09:06:58 AM,6,757,20618.229854689565,23.778071334214,44,2082,99,0,18,0,1955,867,911238,0,1,0,8,BENIGN
04/07/2017 09:06:09 AM,6,513,3719.2982456140353,27.290448343079923,39,3608,178,0,14,0,636,136,73229,0,2,0,3,BENIGN
04/07/2017 09:07:42 AM,17,1,96000.0,2000.0,1,1,1,1,2,48,48,48,0,0,0,0,0,BENIGN
04/07/2017 09:07:51 AM,6,14145,59.38494167550371,0.2827854365500177,4715,66691317,14145,0,4,0,420,210,58800,0,0,0,2,BENIGN
04/07/2017 09:06:14 AM,6,76,54368.42105263158,65.78947368421052,19,562,51,1,5,0,2117,826,876676,0,1,0,2,BENIGN
04/07/2017 09:08:02 AM,17,14722,273.33242765928543,2.7170221437304716,377,719257,3810,0,40,43,155,100,1261,0,0,0,0,BENIGN
04/07/2017 08:55:02 AM,6,4771,333.68266610773424,1.0479983232026828,1192,5501565,4711,1,5,0,796,318,189991,1,1,0,2,BENIGN
04/07/2017 09:08:15 AM,6,14986,58808.88829574269,33.965034031762976,29,107739,7256,0,509,0,4308,1731,659876,0,6,0,47,BENIGN
04/07/2017 09:08:14 AM,6,10091,38.053711227826774,0.39639282528986225,3363,33547350,10052,1,4,0,384,96,36864,0,1,0,1,BENIGN
04/07/2017 09:08:16 AM,6,10137,175.0024662128835,0.3945940613593765,3379,33161155,10028,24,4,0,1774,443,786670,0,1,0,1,BENIGN
04/07/2017 09:08:20 AM,17,1751,2817.8183894917192,21.701884637350087,47,11695,428,0,38,52,220,129,3291,0,0,0,0,BENIGN
04/07/2017 09:08:20 AM,6,10080,315.87301587301585,1.1904761904761905,916,4129150,5388,0,12,0,796,265,153724,1,3,0,4,BENIGN
04/07/2017 09:06:41 AM,6,34,14411.764705882353,117.6470588235294,11,82,19,1,4,0,490,122,60025,0,2,0,1,BENIGN
04/07/2017 09:06:40 AM,6,11664,28.12071330589849,0.3429355281207133,3888,43939156,11542,24,4,0,328,82,26877,1,1,0,1,BENIGN
04/07/2017 09:06:41 AM,6,24,12541.666666666666,166.66666666666666,8,172,23,0,4,0,301,75,22650,0,2,0,1,BENIGN
04/07/2017 09:06:40 AM,6,24,68458.33333333333,166.66666666666666,8,172,23,0,4,0,1643,410,674862,0,2,0,1,BENIGN
04/07/2017 09:06:40 AM,6,866,5422.632794457275,5.773672055427252,216,99083,681,1,5,0,1587,939,735301,0,1,0,3,BENIGN
04/07/2017 09:08:20 AM,6,11840,1171.6216216216217,1.6891891891891893,623,2677957,6214,0,20,0,1460,693,437331,1,2,0,8,BENIGN
04/07/2017 09:08:21 AM,6,11368,754.3983110485574,1.143560872624912,947,3914450,5763,0,13,0,1484,659,520028,0,2,1,6,BENIGN
04/07/2017 09:08:31 AM,6,12692,12949.259375984873,7.485029940119761,135,455758,6037,0,95,0,4308,1730,906834,0,0,0,6,BENIGN
04/07/2017 09:08:34 AM,6,10043,0.0,0.19914368216668327,10043,1,10043,10043,2,0,0,0,0,0,0,0,0,BENIGN
04/07/2017 09:08:36 AM,6,10032,0.0,0.19936204146730463,10032,1,10032,10032,2,0,0,0,0,0,0,0,0,BENIGN
04/07/2017 09:08:40 AM,6,10462,228.25463582489007,0.8602561651691837,1307,4909697,5869,0,9,0,796,265,158317,0,1,0,3,BENIGN
04/07/2017 09:08:40 AM,6,10295,379.3103448275862,0.6799417192812045,1715,16831938,10091,0,7,0,1483,557,497539,0,1,0,3,BENIGN
04/07/2017 09:08:40 AM,6,10117,42.107344074330335,0.3953741227636651,3372,33594465,10065,1,4,0,426,106,45369,0,1,0,1,BENIGN
04/07/2017 09:08:42 AM,6,10094,0.0,0.19813750743015654,10094,1,10094,10094,2,0,0,0,0,0,0,0,0,BENIGN
