04/07/2017 08:57:17 AM,6,5100,127.6470588,0.980392157,1275,6184635,5005,0,5,0,646,130,83135,1,1,0,2,BENIGN
04/07/2017 08:57:07 AM,17,9417,214.0809175,3.398109801,303,398872,2604,0,32,48,98,63,324,0,0,0,0,BENIGN
04/07/2017 08:57:51 AM,17,11069,30.71641521,0.361369591,3689,40839075,11069,0,4,66,104,85,489,0,0,0,0,BENIGN
04/07/2017 08:58:07 AM,6,59,106711.8644,338.9830508,3,138,46,0,20,0,864,314,102130,0,6,0,14,BENIGN
04/07/2017 08:57:51 AM,6,5101,123.1131151,0.980199961,1275,6184666,5005,0,5,0,623,125,77268,1,1,0,2,BENIGN
04/07/2017 08:58:07 AM,17,110,134018.1818,345.4545455,2,105,50,0,38,89,1454,387,286314,0,0,0,0,BENIGN
04/07/2017 08:58:28 AM,6,14981,41.91976504,0.333756091,3745,55155719,14885,0,5,0,623,125,77274,0,1,0,2,BENIGN
04/07/2017 08:58:29 AM,17,13883,283.8003313,1.152488655,925,11948764,13416,0,16,48,1408,246,206048,0,0,0,0,BENIGN
04/07/2017 08:59:05 AM,17,1002,263.4730539,3.992015968,334,334668,1002,0,4,66,66,66,0,0,0,0,0,BENIGN
04/07/2017 08:59:35 AM,17,14950,197.993311,2.675585284,383,1040802,5130,0,40,41,139,74,896,0,0,0,0,BENIGN
04/07/2017 08:58:50 AM,6,3048,2591.863517,7.545931759,138,58931,879,0,23,0,1953,343,368034,2,2,0,6,BENIGN
04/07/2017 08:59:49 AM,6,7222,5232.761008,4.707837164,218,468521,3556,0,34,0,4194,1111,1212962,1,2,0,8,BENIGN
04/07/2017 08:59:49 AM,6,11729,63381.53295,45.18714298,22,97479,6400,0,530,0,4045,1402,805222,0,24,0,72,BENIGN
04/07/2017 08:59:49 AM,6,12090,370.2233251,0.992555831,1099,3077761,5326,0,12,0,746,373,151662,2,3,0,6,BENIGN
04/07/2017 08:59:45 AM,6,14545,118759.9862,70.95221726,14,22193,3139,0,1032,0,3864,1673,582138,1,7,0,68,BENIGN
04/07/2017 08:59:49 AM,6,11664,1777.692044,3.858024691,265,974688,4825,0,45,0,1418,460,357989,1,5,0,19,BENIGN
04/07/2017 08:59:51 AM,6,10128,201.6192733,0.789889415,1446,6005312,5497,0,8,0,1448,255,268278,1,2,0,2,BENIGN
04/07/2017 08:59:50 AM,6,13856,384.0213626,1.08256351,989,4076789,7042,0,15,0,1418,354,266045,0,2,0,5,BENIGN
04/07/2017 08:59:49 AM,6,11651,395.0733843,0.68663634,1664,14187163,10150,0,8,0,1288,575,371947,0,1,0,3,BENIGN
04/07/2017 08:59:56 AM,6,10736,357.3956781,0.558867362,2147,20018054,10148,1,6,0,1448,639,431690,0,1,0,3,BENIGN
04/07/2017 08:59:54 AM,6,12739,3834.994898,4.160452155,244,1155124,7519,0,53,0,2836,921,444896,0,4,0,24,BENIGN
04/07/2017 08:59:54 AM,6,10610,885.5796418,1.225259189,884,8514315,10148,0,13,0,1288,722,325771,0,1,0,6,BENIGN
04/07/2017 08:59:54 AM,6,11423,1006.390615,1.663310864,634,4835264,9419,0,19,0,2184,605,450650,0,2,0,6,BENIGN
04/07/2017 08:59:55 AM,6,11073,28301.45399,20.59062585,48,411654,9670,0,228,0,2836,1374,117678,0,2,0,32,BENIGN
04/07/2017 08:59:55 AM,6,10369,6794.579998,6.36512682,159,747604,5590,0,66,0,1418,1067,351664,1,3,0,27,BENIGN
04/07/2017 08:59:55 AM,6,10859,956.0733033,1.197163643,904,8572649,10200,0,13,0,1288,798,354153,0,1,0,3,BENIGN
04/07/2017 08:59:56 AM,6,10048,79.21974522,0.398089172,3349,33400189,10023,0,4,0,796,199,158359,0,1,0,1,BENIGN
04/07/2017 08:59:51 AM,6,14723,1270.053658,1.562181621,669,4790035,10194,0,23,0,2576,813,642082,1,2,1,7,BENIGN
04/07/2017 08:59:56 AM,6,10038,214.0864714,0.498107193,2509,25030083,10014,0,5,0,1460,429,420452,0,1,0,1,BENIGN
