Time,Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
07/07/2017 09:08:11 AM,6,14503,3455.423016,13.37654278,75,394931,6641,0,194,0,2634,258,243161,0,32,24,100,BENIGN
07/07/2017 09:08:11 AM,17,10392,407.6212471,3.849114704,266,450107,2522,0,40,48,175,105,1930,0,0,0,0,BENIGN
07/07/2017 09:08:26 AM,6,11598,7166.752888,25.60786342,39,106447,3594,0,297,0,3254,279,243273,2,18,20,222,BENIGN
07/07/2017 09:08:26 AM,17,11602,354.2492674,3.102913291,331,732106,4110,0,36,56,195,114,2237,0,0,0,0,BENIGN
07/07/2017 09:08:33 AM,6,4901,10534.99286,10.40603958,98,140880,2056,0,51,0,3857,1012,881634,5,5,0,11,BENIGN
07/07/2017 09:08:42 AM,6,1161,15807.06288,77.51937984,13,4475,426,0,90,0,1515,203,171830,0,16,16,38,BENIGN
07/07/2017 09:08:49 AM,17,13691,105.4707472,0.730406837,1521,7926747,8309,0,10,122,161,144,244,0,0,0,0,BENIGN
07/07/2017 09:08:51 AM,6,607,8116.968699,21.41680395,50,1589,112,0,13,0,1460,379,290077,0,1,0,5,BENIGN
07/07/2017 09:08:37 AM,6,24,88500,125,12,242,23,1,3,0,2118,708,1491084,0,1,0,1,BENIGN
07/07/2017 09:08:51 AM,6,238,67638.65546,54.62184874,19,596,57,0,13,0,4380,1238,1636212,1,1,0,3,BENIGN
07/07/2017 09:09:06 AM,17,6031,72.95639197,0.663239927,2010,12123315,6031,0,4,110,110,110,0,0,0,0,0,BENIGN
07/07/2017 09:09:04 AM,6,3604,6.659267481,1.66481687,720,2597763,3604,0,6,0,6,4,9,2,0,0,0,BENIGN
07/07/2017 09:08:36 AM,6,731,6601.915185,9.575923393,121,21338,394,0,7,0,1460,689,350810,0,1,0,4,BENIGN
07/07/2017 09:09:26 AM,17,3635,102.3383769,1.100412655,1211,4403802,3635,0,4,48,138,93,2700,0,0,0,0,BENIGN
07/07/2017 09:08:49 AM,6,227,21180.61674,22.02643172,56,4878,158,1,5,0,1648,961,767261,0,1,0,3,BENIGN
07/07/2017 09:08:50 AM,6,24,191333.3333,208.3333333,6,128,23,0,5,0,1666,918,705804,0,1,0,1,BENIGN
07/07/2017 09:08:37 AM,6,38,19500,236.8421053,4,180,38,0,9,0,241,82,14283,0,3,0,3,BENIGN
07/07/2017 09:09:41 AM,17,10967,200.7841707,1.276556944,843,2279446,4935,0,14,77,229,157,2234,0,0,0,0,BENIGN
07/07/2017 09:09:00 AM,6,10658,48531.33796,30.58735222,32,111332,4928,0,326,0,4380,1586,1092096,0,3,0,47,BENIGN
07/07/2017 09:09:34 AM,6,3625,6.620689655,1.655172414,725,2628034,3625,0,6,0,6,4,9,2,0,0,0,BENIGN
07/07/2017 09:09:15 AM,6,149,2328.85906,13.42281879,149,1,149,149,2,6,341,173,56112,0,0,0,1,BENIGN
07/07/2017 09:08:37 AM,6,587,9153.321976,22.14650767,48,932,87,0,13,0,1460,413,249965,0,1,0,9,BENIGN
07/07/2017 09:09:52 AM,6,39,6564.102564,76.92307692,19,684,38,1,3,0,250,85,20345,0,1,0,1,BENIGN
07/07/2017 09:09:12 AM,6,2277,5069.828722,4.391743522,253,551903,2235,0,10,0,1660,1154,386336,0,1,0,2,BENIGN
07/07/2017 09:09:30 AM,6,12921,2974.847148,8.590666357,117,1067022,10769,0,111,0,2920,346,492040,0,1,0,9,BENIGN
07/07/2017 09:09:46 AM,6,4820,1010.788382,1.452282158,803,793679,2010,0,7,0,1460,696,368255,0,1,0,4,BENIGN
07/07/2017 09:10:06 AM,6,14274,606.8376068,2.241838307,460,958849,4117,0,32,0,1460,270,192744,0,1,0,12,BENIGN
07/07/2017 09:10:02 AM,17,4683,130.2583814,0.854153321,1561,7309382,4683,0,4,112,193,152,2187,0,0,0,0,BENIGN
07/07/2017 09:09:41 AM,6,1112,54765.28777,44.0647482,23,16682,898,0,49,0,2920,1242,404926,0,1,0,8,BENIGN
07/07/2017 09:10:06 AM,6,228,2403.508772,166.6666667,6,352,71,0,38,0,52,14,189,4,4,0,16,BENIGN
07/07/2017 09:10:15 AM,6,11969,411.1454591,1.002590024,1088,6504729,8598,0,12,0,1460,410,302506,1,1,0,5,BENIGN
07/07/2017 09:09:48 AM,6,1517,3165.458141,3.295978906,379,550115,1492,0,5,0,2398,960,1037581,0,1,0,2,BENIGN
07/07/2017 09:10:27 AM,6,12324,1215.676728,1.135994807,948,6785785,9108,0,14,0,2920,1070,726951,0,1,0,3,BENIGN
07/07/2017 09:10:25 AM,17,10273,314.0270612,1.946850969,540,932094,3194,0,20,48,246,161,3464,0,0,0,0,BENIGN
07/07/2017 09:09:17 AM,6,23,521.7391304,86.95652174,23,1,23,23,2,6,6,6,0,1,0,0,0,BENIGN
07/07/2017 09:10:42 AM,6,15000,658871.0667,300.4666667,3,15612,3958,0,4507,6,4380,2192,704873,0,0,1,83,BENIGN
07/07/2017 09:10:43 AM,17,9650,3091.606218,32.33160622,31,31411,1984,0,312,41,217,95,1735,0,0,0,0,BENIGN
07/07/2017 09:10:32 AM,6,120,2891.666667,16.66666667,120,1,120,120,2,6,341,173,56112,0,0,0,1,BENIGN
07/07/2017 09:10:46 AM,6,13469,668.1268097,1.930358601,538,2187750,6347,0,26,0,1637,346,370220,2,8,0,10,BENIGN
07/07/2017 09:10:46 AM,6,14032,513.1128848,1.567844926,668,1553352,4124,0,22,0,796,327,159121,1,5,0,9,BENIGN
07/07/2017 09:10:44 AM,6,10386,37.55054882,0.385133834,3462,33985717,10193,0,4,0,384,97,36489,0,1,0,1,BENIGN
07/07/2017 09:10:46 AM,6,10361,332.593379,1.351220925,797,3479096,5684,0,14,0,1506,246,279055,1,2,0,5,BENIGN
07/07/2017 09:10:46 AM,6,10332,343.5927216,1.35501355,794,3491866,5686,0,14,2,1528,253,283099,1,2,0,5,BENIGN
07/07/2017 09:10:38 AM,6,38,315.7894737,105.2631579,12,481,38,0,4,0,6,3,12,0,0,0,0,BENIGN
07/07/2017 09:10:50 AM,6,10269,1676.112572,1.94760931,540,1574259,4983,0,20,0,3428,860,821911,1,3,0,5,BENIGN
07/07/2017 09:10:48 AM,6,10118,648.3494762,0.889503855,1264,12567811,10039,0,9,0,1460,728,484732,0,1,0,3,BENIGN
07/07/2017 09:10:49 AM,6,14323,908.6085317,1.186902185,895,3223130,5502,0,17,0,3131,765,716825,2,3,0,7,BENIGN
07/07/2017 09:10:49 AM,6,13095,458.0374189,1.603665521,654,1418525,4389,0,21,0,746,285,136958,1,5,0,8,BENIGN
07/07/2017 09:10:49 AM,6,10105,1452.053439,1.682335477,631,2922675,5047,0,17,0,2021,863,638349,1,2,0,5,BENIGN
07/07/2017 09:10:51 AM,6,10106,1085.790619,1.58321789,673,3137521,5549,0,16,0,2021,685,532063,1,2,0,5,BENIGN
07/07/2017 09:10:51 AM,6,10116,30.05140372,0.296559905,5058,50100050,10063,53,3,0,298,101,29017,0,1,0,1,BENIGN
07/07/2017 09:10:50 AM,6,12299,24295.14595,16.0175624,62,415990,8975,0,197,0,3372,1516,612578,0,6,0,31,BENIGN
07/07/2017 09:10:51 AM,6,11507,524.2026593,1.216650734,885,5692906,8752,0,14,0,1832,430,501131,0,3,0,5,BENIGN
07/07/2017 09:10:49 AM,6,13204,64065.35898,40.82096334,24,156937,9142,0,539,0,4380,1569,427102,0,6,0,42,BENIGN
07/07/2017 09:10:51 AM,6,10362,414.4952712,0.965064659,1151,4897487,5105,0,10,2,1460,429,408107,1,2,0,3,BENIGN
07/07/2017 09:10:51 AM,6,10237,45.71651851,0.68379408,1706,5251050,5051,0,7,0,456,66,29428,1,3,0,1,BENIGN
07/07/2017 09:10:51 AM,6,10048,362.4601911,1.393312102,772,3640132,5803,0,14,0,1806,260,429173,2,5,0,2,BENIGN
07/07/2017 09:10:51 AM,6,10802,1112.942048,2.314386225,450,1445045,4772,0,25,0,1761,480,460214,3,4,0,7,BENIGN
07/07/2017 09:10:50 AM,6,12266,10128.72982,8.886352519,113,467073,5458,0,109,0,2820,1139,774356,3,5,2,23,BENIGN
07/07/2017 09:10:51 AM,6,11042,731.4798044,1.177322949,920,8286248,10021,0,13,0,2146,621,617735,0,3,0,3,BENIGN
07/07/2017 09:10:52 AM,6,10074,1090.133016,1.191185229,915,4113599,5137,0,12,0,2860,915,843172,1,2,0,1,BENIGN
07/07/2017 09:10:52 AM,6,10171,77.77013076,0.688231246,1695,6735503,5229,0,7,0,767,113,83176,1,2,0,1,BENIGN
07/07/2017 09:10:51 AM,6,11389,21493.19519,15.9803319,62,277421,5067,0,182,0,4290,1344,330762,2,4,0,21,BENIGN
07/07/2017 09:10:52 AM,6,10220,145.9882583,1.174168297,929,4331460,5991,0,12,0,734,124,81292,2,4,0,2,BENIGN
07/07/2017 09:10:52 AM,6,10630,493.6970837,0.846660395,1328,5215428,5345,0,9,0,1460,583,482593,1,2,0,3,BENIGN
07/07/2017 09:10:53 AM,6,10698,12947.84072,10.00186951,100,466489,5043,0,107,0,2920,1294,961746,3,6,0,15,BENIGN
07/07/2017 09:10:58 AM,17,14577,4110.722371,34.30061055,29,103906,6845,0,500,43,437,119,4925,0,0,0,0,BENIGN
07/07/2017 09:10:31 AM,6,2691,331.475288,10.40505388,99,192884,2292,0,28,0,196,31,4659,4,6,0,4,BENIGN
07/07/2017 09:10:59 AM,6,10561,106.2399394,0.378752012,3520,31950910,10043,54,4,0,572,280,104987,0,1,0,2,BENIGN
07/07/2017 09:11:00 AM,6,10209,97.56097561,0.391811147,3403,33138889,10050,7,4,0,990,249,244044,0,1,0,1,BENIGN
07/07/2017 09:11:00 AM,6,112,3098.214286,17.85714286,112,1,112,112,2,6,341,173,56112,0,0,0,1,BENIGN
