Time,Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
06/07/2017 09:01:24 AM,6,11288,2134.479093,8.593196315,117,1099143,10241,0,97,0,2634,248,261136,0,18,14,44,BENIGN
06/07/2017 09:01:24 AM,17,7689,444.7912602,3.901677721,265,1351891,6179,0,30,48,163,114,1708,0,0,0,0,BENIGN
06/07/2017 09:01:50 AM,6,12624,4579.214195,19.56590621,51,151248,4102,0,247,0,2634,234,200830,4,40,38,110,BENIGN
06/07/2017 09:02:11 AM,6,11997,159.3731766,1.833791781,571,6593594,11777,0,22,6,184,86,3138,0,0,0,18,BENIGN
06/07/2017 09:01:54 AM,17,14051,190.0220625,2.419756601,425,558087,2325,0,34,48,140,78,689,0,0,0,0,BENIGN
06/07/2017 09:02:57 AM,17,13254,2303.757356,22.48377848,44,49436,2498,0,298,47,253,102,1970,0,0,0,0,BENIGN
06/07/2017 09:03:04 AM,6,14233,1067.659664,2.810370266,364,883097,4520,0,40,0,796,379,160924,5,8,0,19,BENIGN
06/07/2017 09:03:00 AM,6,11487,67.38051711,0.435274658,2871,23742005,10122,0,5,0,384,154,43744,0,1,0,2,BENIGN
06/07/2017 09:03:03 AM,6,10606,2183.575335,1.980011314,530,5017759,10039,0,21,0,2920,1102,559477,0,1,0,4,BENIGN
06/07/2017 09:03:03 AM,6,12411,522.3591975,1.128031585,954,4080966,6832,0,14,2,2988,463,807427,1,2,0,7,BENIGN
06/07/2017 09:03:03 AM,6,12401,517.3776308,1.290218531,826,3610103,6847,0,16,2,1506,401,419511,1,2,0,8,BENIGN
06/07/2017 09:03:06 AM,6,10108,1410.961615,2.374356945,439,1196465,4076,0,24,0,1460,594,412326,2,3,0,8,BENIGN
06/07/2017 09:03:07 AM,6,10161,1459.600433,1.771479185,597,2673235,4985,0,18,0,2920,823,934624,1,2,0,8,BENIGN
06/07/2017 09:03:07 AM,6,10422,1469.967377,2.398771829,434,3791128,9571,0,25,0,2425,612,539794,0,2,0,8,BENIGN
06/07/2017 09:03:07 AM,6,10273,1591.063954,1.84950842,570,2618518,5178,0,19,0,2920,860,780263,1,2,0,6,BENIGN
06/07/2017 09:03:06 AM,6,13444,1336.655757,3.793513835,268,560587,4195,0,51,0,746,352,140382,4,10,0,24,BENIGN
06/07/2017 09:03:07 AM,6,10161,791.2607027,1.476232654,725,3360683,5635,0,15,0,1460,536,378523,1,2,0,5,BENIGN
06/07/2017 09:03:07 AM,6,10755,915.9460716,1.115760112,977,9132622,10085,0,12,2,1460,820,406423,0,1,0,5,BENIGN
06/07/2017 09:03:08 AM,6,10120,1497.924901,1.877470356,562,2547111,5560,0,19,0,2920,797,918591,1,2,0,6,BENIGN
06/07/2017 09:03:08 AM,6,11976,949.1482966,1.586506346,665,3973450,8401,0,19,0,1690,598,441802,0,2,0,9,BENIGN
06/07/2017 09:03:09 AM,6,10177,1079.00167,1.866954898,565,2553689,5225,0,19,0,1460,577,421455,1,2,0,9,BENIGN
06/07/2017 09:03:09 AM,6,10163,529.7648332,0.885565286,1270,12565634,10044,0,9,0,1460,598,402118,0,1,0,4,BENIGN
06/07/2017 09:03:09 AM,6,10848,6746.036136,5.162241888,197,1733254,9784,0,56,0,2920,1306,770293,0,2,0,13,BENIGN
06/07/2017 09:03:10 AM,6,10176,1931.898585,3.636006289,282,1370778,5634,0,37,0,1460,531,380681,2,4,0,16,BENIGN
06/07/2017 09:03:13 AM,6,10329,327.1371866,0.677703553,1721,16835283,10096,0,7,2,1615,482,528192,0,1,0,3,BENIGN
06/07/2017 09:03:20 AM,6,13962,0,0.358114883,3490,2169454,4743,1357,5,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:21 AM,6,10046,0,0.199084213,10046,1,10046,10046,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:24 AM,6,10047,0,0.199064397,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:26 AM,6,10093,1.188942832,0.198157139,10093,1,10093,10093,2,6,6,6,0,0,0,0,0,BENIGN
06/07/2017 09:03:26 AM,6,10093,1.188942832,0.198157139,10093,1,10093,10093,2,6,6,6,0,0,0,0,0,BENIGN
06/07/2017 09:03:26 AM,6,10031,0,0.199381916,10031,1,10031,10031,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:27 AM,6,10016,0,0.199680511,10016,1,10016,10016,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:27 AM,6,10217,0,0.391504355,3405,31087492,9844,186,4,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:27 AM,6,10031,0,0.199381916,10031,1,10031,10031,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:27 AM,6,12542,0,0.956785202,1140,4974614,7550,0,12,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:27 AM,6,10031,0,0.199381916,10031,1,10031,10031,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:28 AM,6,10078,1.190712443,0.198452074,10078,1,10078,10078,2,6,6,6,0,0,0,0,0,BENIGN
06/07/2017 09:03:28 AM,6,10031,0,0.199381916,10031,1,10031,10031,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:29 AM,6,11778,0,0.339616234,3926,15065122,8408,1685,4,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:29 AM,6,10062,0,0.198767641,10062,1,10062,10062,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:29 AM,6,10062,0,0.198767641,10062,1,10062,10062,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:30 AM,6,10092,0,0.396353547,3364,33325000,10030,31,4,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:31 AM,6,10062,0,0.397535281,3354,33747948,10062,0,4,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:38 AM,6,11388,0,0.439058658,2847,3069287,4742,1357,5,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:34 AM,6,10094,1.188825045,0.198137507,10094,1,10094,10094,2,6,6,6,0,0,0,0,0,BENIGN
06/07/2017 09:03:13 AM,17,25,35040,240,5,115,24,0,6,125,177,146,618,0,0,0,0,BENIGN
06/07/2017 09:03:41 AM,6,10062,0,0.198767641,10062,1,10062,10062,2,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:47 AM,6,12527,0,0.957930869,1138,4957714,7550,0,12,0,0,0,0,0,0,0,0,BENIGN
06/07/2017 09:03:44 AM,6,10031,0,0.199381916,10031,1,10031,10031,2,0,0,0,0,0,0,0,0,BENIGN
