Time,Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
05/07/2017 08:42:42 AM,6,14866,1184.7168034441006,6.121350733216736,165,22433,635,0,91,0,869,193,109292,0,0,0,28,BENIGN
05/07/2017 08:43:24 AM,6,14290,7232.050384884535,4.478656403079076,226,749602,5056,0,64,0,4380,1614,899439,0,1,0,7,BENIGN
05/07/2017 08:43:10 AM,17,13544,252.3626698168931,1.4766686355581808,712,2671235,6943,0,20,121,219,170,1197,0,0,0,0,BENIGN
05/07/2017 08:43:11 AM,6,11943,438.58327053504144,1.1722347818805996,918,4852619,7919,0,14,0,1460,374,269636,0,1,0,6,BENIGN
05/07/2017 08:43:13 AM,6,8628,4681.502086230877,11.7060732498841,86,331183,5630,0,101,0,2920,399,479570,2,2,0,11,BENIGN
05/07/2017 08:43:48 AM,6,134,2544.776119402985,14.925373134328359,134,1,134,134,2,0,341,170,58140,0,0,0,1,BENIGN
05/07/2017 08:42:57 AM,6,14688,721.8137254901961,4.493464052287582,225,434292,5296,0,66,0,869,160,91687,0,0,0,18,BENIGN
05/07/2017 08:44:02 AM,6,12574,2551.9325592492446,11.05455702242723,91,355658,6233,0,139,0,2920,230,284280,4,5,0,18,BENIGN
05/07/2017 08:44:03 AM,6,11532,118.27956989247312,0.693721817551162,1647,4769538,4937,59,8,0,341,170,33176,0,0,0,4,BENIGN
05/07/2017 08:44:07 AM,17,13188,176.67576584774037,1.0615711252653928,1014,10509503,11781,0,14,121,246,166,1728,0,0,0,0,BENIGN
05/07/2017 08:44:08 AM,6,12650,730.4347826086956,1.2648221343873518,843,9534622,12003,0,16,0,1460,577,388163,0,2,0,6,BENIGN
05/07/2017 08:44:07 AM,6,236,71254.2372881356,67.79661016949153,15,542,64,0,16,0,2920,1051,858479,1,1,0,3,BENIGN
05/07/2017 08:43:11 AM,6,332,17337.349397590362,21.08433734939759,55,4585,159,0,7,0,1460,822,468059,0,1,0,3,BENIGN
05/07/2017 08:44:23 AM,17,12837,121.36792085378204,0.9347978499649451,1167,9801813,10514,0,12,106,164,129,430,0,0,0,0,BENIGN
05/07/2017 08:44:16 AM,6,12895,1401.0081426909655,8.375339278790229,120,912124,9756,0,108,0,1515,167,148935,2,20,20,40,BENIGN
05/07/2017 08:43:39 AM,6,6717,1301486.0800952807,677.5346136668155,1,1595,972,0,4551,0,4380,1920,541926,0,0,0,70,BENIGN
05/07/2017 08:44:25 AM,6,289,16207.612456747405,27.68166089965398,41,2560,103,0,8,0,1460,585,415209,0,1,0,3,BENIGN
05/07/2017 08:44:43 AM,6,1187,4117.944397641112,5.8972198820556025,197,67657,658,0,7,0,1460,698,366907,0,1,0,4,BENIGN
05/07/2017 08:43:22 AM,6,82,65280.48780487805,97.5609756097561,11,188,28,0,8,0,1460,669,381956,0,1,0,4,BENIGN
05/07/2017 08:44:41 AM,17,7861,144.51087647881948,1.272102785905101,873,3020902,5209,0,10,48,229,113,4416,0,0,0,0,BENIGN
05/07/2017 08:43:22 AM,6,401,15364.089775561097,19.950124688279303,57,2848,103,0,8,0,1460,770,463555,1,1,0,3,BENIGN
05/07/2017 08:43:23 AM,6,109,56073.394495412846,73.39449541284404,15,361,38,0,8,0,1460,764,417628,0,1,0,3,BENIGN
05/07/2017 08:44:20 AM,6,7504,90.88486140724947,0.5330490405117271,2501,17298747,7304,73,4,0,341,170,38684,0,0,0,2,BENIGN
05/07/2017 08:44:19 AM,6,7873,2504.890130826877,3.048393242728312,342,2280993,7265,0,24,0,2037,821,516223,2,1,0,7,BENIGN
05/07/2017 08:44:47 AM,6,11841,149.98733215100077,1.5201418799087916,696,6170035,10214,0,18,0,312,98,13536,2,2,0,10,BENIGN
05/07/2017 08:44:20 AM,6,368,13100.54347826087,16.304347826086957,73,18383,315,0,6,0,1645,803,670689,0,1,0,3,BENIGN
05/07/2017 08:44:20 AM,6,26,175115.38461538462,192.30769230769232,6,125,23,0,5,0,1633,910,696586,0,1,0,1,BENIGN
05/07/2017 08:44:43 AM,6,446,10753.36322869955,13.452914798206278,89,35892,428,0,6,0,1460,799,438118,0,1,0,2,BENIGN
05/07/2017 08:44:23 AM,6,6804,72806.14344503233,44.82657260435038,22,82874,5015,0,305,0,4380,1624,1200778,0,2,0,40,BENIGN
05/07/2017 08:44:23 AM,6,117,66094.0170940171,85.47008547008546,13,508,69,0,10,0,2920,773,936706,0,1,0,3,BENIGN
